排名,姓名,姓名（英文）,财富（亿美元）,财富来源,国家和地区
1,杰夫·贝索斯,Jeff Bezos,"1,130",亚马逊,美国
2,比尔·盖茨,Bill Gates,980,微软,美国
3,伯纳德·阿尔诺及家族,Bernard Arnault & family,760,LVMH,法国
4,沃伦·巴菲特,Warren Buffett,675,伯克希尔哈撒韦,美国
5,拉里·埃里森,Larry Ellison,590,软件,美国
6,阿曼西奥·奥特加,Amancio Ortega,551,Zara,西班牙
7,马克·扎克伯格,Mark Zuckerberg,547,Facebook,美国
8,吉姆·沃尔顿,Jim Walton,546,沃尔玛,美国
9,艾丽斯·沃尔顿,Alice Walton,544,沃尔玛,美国
10,罗伯·沃尔顿,Rob Walton,541,沃尔玛,美国
11,史蒂夫·鲍尔默,Steve Ballmer,527,微软,美国
12,卡洛斯·斯利姆·埃卢及家族,Carlos Slim Helu & family,521,电信,墨西哥
13,拉里·佩奇,Larry Page,509,谷歌,美国
14,谢尔盖·布林,Sergey Brin,491,谷歌,美国
15,弗朗索瓦丝·贝当古·迈耶斯及家族,Francoise Bettencourt Meyers & family,489,欧莱雅,法国
16,迈克尔·布隆伯格,Michael Bloomberg,480,彭博公司,美国
17,马云,Jack Ma,388,电商,中国内地
18,查尔斯·科赫,Charles Koch,382,科氏工业,美国
18,茱莉亚·科赫及家族,Julia Koch & family,382,科氏工业,美国
20,马化腾,Ma Huateng,381,互联网媒体,中国内地
21,穆克什·安巴尼,Mukesh Ambani,368,"石化, 油气",印度
22,麦肯齐·贝索斯,MacKenzie Bezos,360,亚马逊,美国
23,贝亚特·海斯特和小卡尔·阿尔布雷希特,Beate Heister & Karl Albrecht Jr.,333,超市,德国
24,大卫·汤姆森及家族,David Thomson & family,316,媒体,加拿大
25,菲尔·耐特及家族,Phil Knight & family,295,耐克,美国
26,李兆基,Lee Shau Kee,281,房地产,中国香港
27,弗朗索瓦·皮诺特及家族,Fran?ois Pinault & family,270,奢侈品,法国
28,谢尔登·阿德尔森,Sheldon Adelson,268,博彩,美国
29,杰奎琳·马尔斯,Jacqueline Mars,247,"糖果, 宠物食品",美国
29,约翰·马尔斯,John Mars,247,"糖果, 宠物食品",美国
31,埃隆·马斯克,Elon Musk,246,"特斯拉, SpaceX",美国
32,乔瓦尼·费列罗,Giovanni Ferrero,245,"Nutella, 巧克力",意大利
33,迈克尔·戴尔,Michael Dell,229,戴尔计算机,美国
34,许家印,Hui Ka Yan,218,房地产,中国内地
35,李嘉诚,Li Ka-shing,217,多元化经营,中国香港
36,何享健,He Xiangjian,216,家用电器,中国内地
36,吉姆·西蒙斯,Jim Simons,216,对冲基金,美国
38,杨惠妍及家族,Yang Huiyan & family,203,房地产,中国内地
39,约瑟夫·萨夫拉,Joseph Safra,199,银行业,巴西
40,迪特尔·施瓦茨,Dieter Schwarz,198,零售,德国
41,弗拉基米尔·波塔宁,Vladimir Potanin,197,金属,俄罗斯
41,柳井正及家族,Tadashi Yanai & family,197,时尚零售,日本
43,秦英林,Qin Yinglin & family,185,饲养生猪,中国内地
44,卢卡斯·沃尔顿,Lukas Walton,184,沃尔玛,美国
45,弗拉基米尔·利辛,Vladimir Lisin,181,"钢铁, 交通运输",俄罗斯
46,雷伊·达里奥,Ray Dalio,180,对冲基金,美国
47,滝崎武光,Takemitsu Takizaki,174,传感器,日本
48,列昂尼德·米赫尔松,Leonid Mikhelson,171,"天然气, 化工",俄罗斯
48,阿兰·韦特海默,Alain Wertheimer,171,香奈儿,法国
48,杰拉德·韦特海默,Gerard Wertheimer,171,香奈儿,法国
51,小西奥·阿尔布雷希特及家族,Theo Albrecht Jr & family,170,"Aldi, Trader Joe's",德国
51,莱恩·布拉瓦特尼克,Len Blavatnik,170,多元化经营,美国
51,丁磊,William Lei Ding,170,网络游戏,中国内地
54,苏珊娜·克拉腾,Susanne Klatten,168,"BMW, 医药",德国
54,阿列克谢·莫尔达索夫及家族,Alexey Mordashov & family,168,"钢铁, 投资",俄罗斯
56,孙正义,Masayoshi Son,166,"互联网, 电信",日本
57,黄峥,Colin Zheng Huang,165,电商,中国内地
57,迪特里希·梅特舒兹,Dietrich Mateschitz,165,红牛,奥地利
59,刘銮雄,Joseph Lau,164,房地产,中国香港
59,劳伦娜·鲍威尔·乔布斯及家族,Laurene Powell Jobs & family,164,苹果、迪士尼,美国
61,张一鸣,Zhang Yiming,162,软件,中国内地
62,莱昂纳多·戴尔·维吉奥及家族,Leonardo Del Vecchio & family,161,眼镜,意大利
63,唐纳德·布伦,Donald Bren,155,房地产,美国
64,史蒂芬·施瓦茨曼,Stephen Schwarzman,154,投资,美国
65,瓦吉特·阿列克佩罗夫,Vagit Alekperov,152,石油,俄罗斯
65,李文达,Lee Man Tat,152,食品,中国香港
65,王卫,Wang Wei,152,快递,中国内地
68,皮特·凯尔纳,Petr Kellner,149,"金融, 电信",捷克共和国
68,鲁珀特·默多克及家族,Rupert Murdoch & family,149,"报纸, 电视网",美国
70,伦纳德·劳德,Leonard Lauder,146,雅诗兰黛,美国
70,钟慧娟,Zhong Huijuan,146,医药,中国内地
72,格纳迪·季姆琴科,Gennady Timchenko,144,油气,俄罗斯
73,托马斯·彼得菲,Thomas Peterffy,143,折扣经纪,美国
74,克劳斯-迈克尔·库恩,Klaus-Michael Kuehne,142,航运,德国
75,李健熙,Lee Kun-hee,141,三星,韩国
76,王健林,Wang Jianlin,140,房地产,中国内地
77,史蒂夫·科恩,Steve Cohen,139,对冲基金,美国
78,拉达吉申·达马尼及家族,Radhakishan Damani & family,138,"零售, 投资",印度
78,卡尔·伊坎,Carl Icahn,138,投资,美国
80,黄惠忠,R. Budi Hartono,136,"银行业, 烟草",印尼
81,谢国民,Dhanin Chearavanont,135,多元化经营,泰国
81,斯蒂芬·佩尔森,Stefan Persson,135,H&M,瑞典
83,阿利舍尔·乌斯马诺夫,Alisher Usmanov,134,"钢铁, 电信",俄罗斯
84,埃里克·施密特,Eric Schmidt,132,谷歌,美国
85,吉娜·莱因哈特,Gina Rinehart,131,矿业,澳大利亚
86,迪特马尔·霍普及家族,Dietmar Hopp & family,130,软件,德国
86,张志东,Zhang Zhidong,130,互联网媒体,中国内地
86,米哈伊尔·弗里德曼,Mikhail Fridman,130,"石油, 银行业",俄罗斯
86,沃尔特·德勒格,Walter P.J. Droege,130,咨询,德国
86,黄惠祥,Michael Hartono,130,"银行业, 烟草",印尼
91,欣杜贾兄弟,Hinduja brothers,129,多元化经营,英国
91,海因茨·赫尔曼·蒂勒及家族,Heinz Hermann Thiele & family,129,减速装置,德国
93,夏琳·德卡瓦略-海内肯及家族,Charlene de Carvalho-Heineken & family,128,Heineken,荷兰
94,伊曼纽尔·贝尼耶,Emmanuel Besnier,127,奶酪,法国
95,安德烈·梅尔尼琴科,Andrey Melnichenko,125,"煤炭, 肥料",俄罗斯
96,李书福,Li Shufu,124,汽车,中国内地
96,哈索·普拉特纳及家族,Hasso Plattner & family,124,软件,德国
98,刘永好及家族,Liu Yonghao & family,123,农产业,中国内地
98,斯特芬·科万特,Stefan Quandt,123,BMW,德国
100,肯·格里芬,Ken Griffin,121,对冲基金,美国
101,大卫·泰珀,David Tepper,120,对冲基金,美国
101,吴亚军及家族,Wu Yajun & family,120,房地产,中国内地
103,邝肖卿,Kwong Siu-hing,119,房地产,中国香港
103,希夫·纳达尔,Shiv Nadar,119,软件服务,印度
105,孙飘扬,Sun Piaoyang,118,医药,中国内地
106,呂志和及家族,Lui Che Woo & family,117,博彩/酒店,中国香港
106,里卡多·萨利纳斯·普里戈及家族,Ricardo Salinas Pliego & family,117,"零售, 媒体",墨西哥
108,雷诺德·伍尔特及家族,Reinhold Wuerth & family,116,紧固件,德国
108,李西廷,Li Xiting,116,医疗器械,新加坡
110,小约翰·默纳德,John Menard Jr,115,家装店,美国
110,庞康,Pang Kang,115,酱油,中国内地
110,吴光正,Peter Woo,115,房地产,中国香港
113,罗曼·阿布拉莫维奇,Roman Abramovich,113,"钢铁, 投资",俄罗斯
113,乌多·茨奇拉和哈罗德·茨奇拉,Udo & Harald Tschira,113,软件,德国
115,米哈伊尔·普罗霍罗夫,Mikhail Prokhorov,112,投资,俄罗斯
115,徐航,Xu Hang,112,医疗器械,中国香港
117,帕朗吉·密斯特里,Pallonji Mistry,111,建筑施工,爱尔兰
118,菲利浦·安舒茨,Philip Anschutz,110,投资,美国
118,格尔曼·拉利阿·莫塔·维拉斯科及家族,German Larrea Mota Velasco & family,110,矿业,墨西哥
118,皮埃尔·奥米迪亚,Pierre Omidyar,110,"eBay, PayPal",美国
118,詹姆斯·拉特克利夫,James Ratcliffe,110,化工,英国
118,张勇,Zhang Yong,110,餐饮,新加坡
123,黄志祥与黄志达兄弟,Robert & Philip Ng,109,房地产,新加坡
124,伊里斯·冯特博纳及家族,Iris Fontbona & family,108,矿业,智利
124,阿比盖尔·约翰逊,Abigail Johnson,108,资金管理,美国
124,唐纳德·纽豪斯,Donald Newhouse,108,媒体,美国
127,格雷姆·哈特,Graeme Hart,105,投资,新西兰
127,维克多·维克塞尔伯格,Viktor Vekselberg,105,"金属, 能源",俄罗斯
129,豪尔赫·保罗·雷曼及家族,Jorge Paulo Lemann & family,104,啤酒,巴西
129,吴清亮,Goh Cheng Liang,104,漆料,新加坡
129,乌代·科塔克,Uday Kotak,104,银行业,印度
132,约恩·劳辛,Jorn Rausing,103,包装,瑞典
133,汉克·梅杰和道格·梅杰,Hank & Doug Meijer,102,超市,美国
133,斯德法诺·佩斯纳,Stefano Pessina,102,药妆店,意大利
135,苏莱曼·克里莫夫及家族,Suleiman Kerimov & family,100,投资,俄罗斯
135,斯坦利·克伦克,Stanley Kroenke,100,"体育, 房地产",美国
135,蔡崇信,Joseph Tsai,100,电商,加拿大
138,戈登·摩尔,Gordon Moore,98,英特尔,美国
139,扬·库姆,Jan Koum,97,WhatsApp,美国
139,曾毓群,Robin Zeng,97,电池,中国香港
141,约翰·弗雷德里克森,John Fredriksen,96,航运,塞浦路斯
141,安德里亚斯·斯特朗格曼及家族,Andreas Struengmann & family,96,医药,德国
141,托马斯·斯特朗格曼及家族,Thomas Struengmann & family,96,医药,德国
141,郭鹤年,Robert Kuok,96,"棕榈油, 航运",马来西亚
145,许荣茂,Hui Wing Mau,95,房地产,中国香港
146,达斯汀·莫斯科维茨,Dustin Moskovitz,93,Facebook,美国
147,雷军,Lei Jun,92,智能手机,中国内地
147,郭令灿,Quek Leng Chan,92,"银行业, 房地产",马来西亚
147,孙宏斌,Sun Hongbin,92,房地产,美国
150,芬恩·劳辛,Finn Rausing,91,包装,瑞典
150,柯尔斯顿·劳辛,Kirsten Rausing,91,包装,瑞典
150,苏旭明,Charoen Sirivadhanabhakdi,91,"酒精, 房地产",泰国
153,斯图尔特·雷斯尼克和琳达·雷斯尼克,Stewart and Lynda Resnick,90,"农业, 水务",美国
153,路易斯·卡洛斯·萨米恩托,Luis Carlos Sarmiento,90,银行业,哥伦比亚
155,高塔姆·阿达尼,Gautam Adani,89,"大宗商品, 港口",印度
155,克里斯蒂·沃尔顿,Christy Walton,89,沃尔玛,美国
157,苏尼尔·米塔尔及家族,Sunil Mittal & family,88,电信,印度
157,张邦鑫,Zhang Bangxin,88,教育,中国内地
159,安东尼·普拉特,Anthony Pratt,87,制造业,澳大利亚
160,格尔曼·汗,German Khan,85,"石油, 银行业",俄罗斯
161,爱德华多·萨维林,Eduardo Saverin,84,Facebook,巴西
162,阿里科·丹格特,Aliko Dangote,83,"水泥, 糖类",尼日利亚
162,乔治·索罗斯,George Soros,83,对冲基金,美国
162,宗庆后,Zong Qinghou,83,饮料,中国内地
165,刘强东,Richard Qiangdong Liu,82,电商,中国内地
165,弗莱德汉姆·洛,Friedhelm Loh,82,制造业,德国
165,鲁忠芳,Lu Zhongfang,82,教育,中国内地
165,赛鲁斯·普纳瓦拉,Cyrus Poonawalla,82,疫苗,印度
169,杰里·琼斯,Jerry Jones,80,达拉斯牛仔队,美国
169,迈克尔·普拉特,Michael Platt,80,对冲基金,英国
169,安德斯·霍尔希·波维森,Anders Holch Povlsen,80,时尚零售,丹麦
169,埃里克·威托克,Eric Wittouck,80,投资,比利时
169,许世辉,Xu Shihui,80,"零食, 饮料",中国内地
169,埃内斯托·贝尔塔雷利,Ernesto Bertarelli,80,"生物技术, 投资",瑞士
169,麦克·坎农-布鲁克斯,Mike Cannon-Brookes,80,软件,澳大利亚
169,卡尔·库克,Carl Cook,80,医疗器械,美国
169,斯科特·法夸尔,Scott Farquhar,80,软件,澳大利亚
169,龚虹嘉及家族,Gong Hongjia & family,80,视频监控,中国香港
179,安德鲁·比尔,Andrew Beal,79,"银行, 房地产",美国
179,安·沃尔顿·克伦克,Ann Walton Kroenke,79,沃尔玛,美国
179,王文银,Wang Wenyin,79,"矿业, 铜产品",中国内地
179,张帆,Zhang Fan,79,触摸屏,中国内地
183,舍希德·汗,Shahid Khan,78,汽车零件,美国
184,张近东,Zhang Jindong,77,家电零售,中国内地
185,库玛尔·博拉,Kumar Birla,76,大宗商品,印度
185,陈邦,Chen Bang,76,医院,中国内地
185,大卫·格芬,David Geffen,76,"电影, 唱片",美国
185,蒋仁生及家族,Jiang Rensheng & family,76,疫苗,中国内地
185,吉姆·肯尼迪,Jim Kennedy,76,"媒体, 汽车",美国
185,布莱尔·帕里-奥基登,Blair Parry-Okeden,76,"媒体, 汽车",美国
185,斯蒂芬·罗斯,Stephen Ross,76,房地产,美国
185,奥古斯特·冯·芬克,August von Finck,76,投资,德国
193,大卫·杜菲尔德,David Duffield,75,商业软件,美国
193,小托马斯·弗里斯特及家族,Thomas Frist Jr & family,75,医院,美国
193,埃亚勒·奥弗,Eyal Ofer,75,"房地产, 航运",以色列
196,约翰·格雷肯,John Grayken,74,私募股权,爱尔兰
196,尼尔森·彼得·路易斯-汉森,Niels Peter Louis-Hansen,74,医疗器械,丹麦
196,拉克希米·米塔尔,Lakshmi Mittal,74,钢铁,印度
196,尼基·奥本海默及家族,Nicky Oppenheimer & family,74,钻石,南非
200,约翰·杜尔,John Doerr,73,创投,美国
200,米高·嘉道理,Michael Kadoorie,73,"酒店, 能源",中国香港
200,维克托·拉什尼科夫,Viktor Rashnikov,73,钢铁,俄罗斯
200,大卫·肖,David Shaw,73,对冲基金,美国
200,谢炳,Tse Ping,73,医药,中国内地
205,伊斯坎德尔·马克穆多夫,Iskander Makhmudov,72,"矿业, 金属",俄罗斯
206,帕特里克·德拉希,Patrick Drahi,71,电信,法国
206,南希·沃尔顿·劳丽,Nancy Walton Laurie,71,沃尔玛,美国
208,罗伯特·佩拉,Robert Pera,70,无线网络设备,美国
208,鲁道夫·萨阿德及家族,Rodolphe Saadé & family,70,航运,法国
208,盖伦·韦斯顿及家族,Galen Weston & family,70,零售,加拿大
211,蔡奎,Cai Kui,69,房地产,中国内地
211,黛安·亨德里克斯,Diane Hendricks,69,屋顶设备,美国
211,罗伯特·克拉夫特,Robert Kraft,69,新英格兰爱国者队,美国
211,罗纳德·佩雷尔曼,Ronald Perelman,69,杠杆收购,美国
211,周群飞,Zhou Qunfei,69,智能手机屏幕,中国香港
216,大卫·鲁宾,David Reuben,68,"投资, 房地产",英国
216,西蒙·鲁宾,Simon Reuben,68,"房地产, 投资",英国
216,J.克里斯多夫·雷耶斯,J. Christopher Reyes,68,食品分销,美国
216,裘德·雷耶斯,Jude Reyes,68,食品分销,美国
216,伊莱·布罗德,Eli Broad,68,投资,美国
221,安德鲁·弗雷斯特,Andrew Forrest,67,矿业,澳大利亚
221,马建荣及家族,Ma Jianrong & family,67,"纺织品, 服装",中国内地
221,查尔斯·施瓦布,Charles Schwab,67,折扣经纪,美国
224,莱昂·布莱克,Leon Black,66,私募股权,美国
224,蔡志明,Francis Choi,66,房地产,中国香港
224,党彦宝,Dang Yanbao,66,煤炭,中国内地
224,伊斯雷尔·英格兰德,Israel Englander,66,对冲基金,美国
224,马希米丽亚娜·兰迪尼·阿利欧帝及家族,Massimiliana Landini Aleotti & family,66,医药,意大利
224,德米特里·雷波诺列夫,Dmitry Rybolovlev,66,肥料,俄罗斯
230,吉安路易吉·阿庞特和拉斐拉·阿庞特,Gianluigi & Rafaela Aponte,65,航运,瑞士
230,丹尼尔·吉尔伯特,Daniel Gilbert,65,Quicken Loans,美国
230,约翰·格拉夫,Johann Graf,65,博彩,奥地利
230,纪海鹏,Kei Hoi Pang,65,房地产,中国内地
230,汤姆·勒夫与朱迪·勒夫,Tom & Judy Love,65,零售 & 加油站,美国
230,马塞尔·赫尔曼·特莱斯,Marcel Herrmann Telles,65,啤酒,巴西
230,阿列克谢·库兹米切夫,Alexei Kuzmichev,65,"石油, 银行业",俄罗斯
237,阿尔贝托·巴伊雷斯·冈萨雷斯及家族,Alberto Bailleres Gonzalez & family,64,矿业,墨西哥
237,伊恩·利文斯通和理查德·利文斯通,Ian & Richard Livingstone,64,房地产,英国
237,陈颂雄,Patrick Soon-Shiong,64,医药,美国
237,王兴,Wang Xing,64,电商,中国内地
241,列昂尼德·费顿及家族,Leonid Fedun & family,63,石油,俄罗斯
241,大卫·格林及家族,David Green & family,63,零售,美国
241,金正宇,Kim Jung-ju,63,网络游戏,韩国
241,萨拉特·拉塔纳瓦迪,Sarath Ratanavadi,63,能源,泰国
241,格奥尔格·舍弗勒,Georg Schaeffler,63,汽车零件,德国
241,安德列·斯科奇及家族,Andrei Skoch & family,63,钢铁,俄罗斯
241,哈里·特里古波夫,Harry Triguboff,63,房地产,澳大利亚
248,马瑞克·马尔斯,Marijke Mars,62,"糖果, 宠物食品",美国
248,帕梅拉·马尔斯,Pamela Mars,62,"糖果, 宠物食品",美国
248,瓦莱利·马尔斯,Valerie Mars,62,"糖果, 宠物食品",美国
248,维多利亚·马尔斯,Victoria Mars,62,"糖果, 宠物食品",美国
248,史蒂夫·韦特海默及家族,Stef Wertheimer & family,62,金属工具,以色列
253,泽维尔·尼尔,Xavier Niel,61,"互联网, 电信",法国
253,约翰·欧文德克,John Overdeck,61,对冲基金,美国
253,阿齐姆·普莱姆基,Azim Premji,61,软件服务,印度
253,徐廷珍,Seo Jung-jin,61,生物技术,韩国
253,迪利普·桑哈维,Dilip Shanghvi,61,医药,印度
253,大卫·西格尔,David Siegel,61,对冲基金,美国
253,阿格尼特·科尔克·廷高,Agnete Kirk Thinggaard,61,乐高,丹麦
253,岑均达,Cen Junda,61,医药,中国内地
253,詹姆斯·古德纳特,James Goodnight,61,软件,美国
253,克伊尔德·科尔克·克里斯蒂安森,Kjeld Kirk Kristiansen,61,乐高,丹麦
253,索菲·科尔克·克里斯蒂安森,Sofie Kirk Kristiansen,61,乐高,丹麦
253,托马斯·科尔克·克里斯蒂安森,Thomas Kirk Kristiansen,61,乐高,丹麦
253,梁稳根,Liang Wengen,61,建筑施工设备,中国内地
266,范红卫及家族,Fan Hongwei & family,60,石化,中国内地
266,虞仁荣,Yu Renrong,60,半导体,中国内地
268,贝努·戈帕尔·班古尔,Benu Gopal Bangur,59,水泥,印度
268,詹姆斯·戴森,James Dyson,59,吸尘器,英国
268,小赫伯特·科勒及家族,Herbert Kohler Jr & family,59,下水管设施,美国
268,冷友斌,Leng Youbin,59,奶业,中国内地
268,刘永行,Liu Yongxing,59,多元化经营,中国内地
268,阿兰·梅里埃及家族,Alain Merieux & family,59,医药,法国
274,马克·贝尼奥夫,Marc Benioff,58,商业软件,美国
274,陈丽华及家族,Chan Laiwa & family,58,房地产,中国内地
274,约翰·马龙,John Malone,58,有线电视,美国
274,弗雷德里克·保尔森,Frederik Paulsen,58,医疗护理,瑞典
274,史蒂文·雷尔斯,Steven Rales,58,制造业,美国
274,姚振华及家族,Yao Zhenhua & family,58,联合大企业,中国内地
280,汤姆·戈尔斯,Tom Gores,57,私募股权,美国
280,拉尔夫·劳伦,Ralph Lauren,57,服装,美国
280,阮立平,Ruan Liping,57,插座,中国香港
280,阮学平,Ruan Xueping,57,插座,中国香港
280,安德里亚斯·冯·贝托尔斯海姆及家族,Andreas von Bechtolsheim & family,57,谷歌,德国
280,王文京,Wang Wenjing,57,商业软件,中国内地
286,迈克·阿登努加,Mike Adenuga,56,"电信, 石油",尼日利亚
286,玛丽亚·亚松森·阿兰布鲁沙巴拉及家族,Maria Asuncion Aramburuzabala & family,56,"啤酒, 投资",墨西哥
286,乔治·凯泽,George Kaiser,56,"油气, 银行业",美国
286,罗家宝,Law Kar Po,56,房地产,中国香港
286,潘日旺,Pham Nhat Vuong,56,多元化经营,越南
286,梅尔克·斯科尔林及家族,Melker Schorling & family,56,投资,瑞典
286,曼努埃尔·维拉,Manuel Villar,56,房地产,菲律宾
293,汉斯约格·怀斯,Hansjoerg Wyss,55,医疗器械,瑞士
293,袁征及家族,Eric Yuan & family,55,视频会议,美国
293,亚历山大·阿布拉莫夫,Alexander Abramov,55,"钢铁, 矿业",俄罗斯
293,安东尼娅·约翰逊及家族,Antonia Ax:son Johnson & family,55,多元化经营,瑞典
293,大卫·切瑞顿,David Cheriton,55,谷歌,加拿大
293,郭台铭,Terry Gou,55,电子,中国台湾
293,沃尔夫冈·马格雷及家族,Wolfgang Marguerre & family,55,医药,德国
293,罗伯特·米勒,Robert Miller,55,零售,英国
293,桑德拉·奥特加·梅拉,Sandra Ortega Mera,55,Zara,西班牙
293,邓成波,Tang Shing-bor,55,房地产,中国香港
293,丹尼斯·华盛顿,Dennis Washington,55,"建筑施工, 矿业",美国
304,乔治·阿玛尼,Giorgio Armani,54,奢侈品,意大利
304,查尔斯·厄尔根,Charles Ergen,54,卫星电视,美国
304,爱德华·约翰逊三世,Edward Johnson III,54,资金管理,美国
304,曾芳勤,Zeng Fangqin,54,智能手机部件,中国内地
308,西尔维奥·贝卢斯科尼及家族,Silvio Berlusconi & family,53,媒体,意大利
308,劳伦斯·格拉夫及家族,Laurence Graff & family,53,钻石首饰,英国
308,布鲁斯·柯夫纳,Bruce Kovner,53,对冲基金,美国
308,赖梅松,Lai Meisong,53,快递,中国内地
308,乔治·罗伯茨,George Roberts,53,私募股权,美国
308,莱因霍尔德·施米丁,Reinhold Schmieding,53,医疗器械,美国
308,蔡衍明,Tsai Eng-meng,53,"食品, 饮料",中国台湾
315,克莱夫·考尔德,Clive Calder,52,唱片,英国
315,理查德·金德,Richard Kinder,52,管线,美国
315,亨利·克拉维斯,Henry Kravis,52,私募股权,美国
315,林立,Lin Li,52,投资,中国内地
315,高原豪久,Takahisa Takahara,52,个人护理商品,日本
320,米奇·阿里森,Micky Arison,51,嘉年华邮轮,美国
320,詹姆斯·钱伯斯,James Chambers,51,"媒体, 汽车",美国
320,库蒂普·辛格与戈拜江·辛格·丁格拉,Kuldip Singh & Gurbachan Singh Dhingra,51,漆料,印度
320,杜伟民,Du Weimin,51,疫苗,中国内地
320,黄楚龙,Huang Chulong,51,房地产,加拿大
320,保罗·都铎·琼斯二世,Paul Tudor Jones II,51,对冲基金,美国
320,凯瑟琳·瑞纳,Katharine Rayner,51,"媒体, 汽车",美国
320,玛格丽塔·泰勒,Margaretta Taylor,51,"媒体, 汽车",美国
320,纳斯里·瓦迪亚,Nusli Wadia,51,消费品,印度
320,王来春,Wang Laichun,51,电子部件,中国内地
330,克里斯托弗·霍恩,Christopher Hohn,50,对冲基金,英国
330,伯提·霍特,Bertil Hult,50,教育,瑞典
330,郭氏兄弟,Kwee brothers,50,房地产,新加坡
330,李在镕,Jay Y. Lee,50,三星,韩国
330,李革,Li Ge,50,生物技术,美国
330,玛格达莱娜·马图洛-布劳赫,Magdalena Martullo-Blocher,50,化工,瑞士
330,亚历山大·奥托,Alexander Otto,50,房地产,德国
330,泰伦斯·佩古拉,Terrence Pegula,50,天然气,美国
330,纳塞夫·萨维里斯,Nassef Sawiris,50,"建筑施工, 化工",埃及
330,罗伯特·F·史密斯,Robert F. Smith,50,私募股权,美国
330,王来胜,Wang Laisheng,50,电子部件,中国内地
330,黄祖耀,Wee Cho Yaw,50,银行业,新加坡
330,丹尼尔·齐夫,Daniel Ziff,50,投资,美国
330,德科·齐夫,Dirk Ziff,50,投资,美国
330,罗伯特·齐夫,Robert Ziff,50,投资,美国
345,拉海尔·布劳赫,Rahel Blocher,49,化工,瑞士
345,李彦宏,Robin Li,49,互联网搜索,中国内地
345,卡伦·普利兹克,Karen Pritzker,49,"酒店, 投资",美国
345,马克·谢恩伯格,Mark Scheinberg,49,网络博彩,加拿大
349,陈东升,Chen Dongsheng,48,保险,中国内地
349,安德里亚斯·哈尔沃森,Andreas Halvorsen,48,对冲基金,挪威
349,迈克尔·赫茨,Michael Herz,48,咖啡,德国
349,沃尔夫冈·赫茨,Wolfgang Herz,48,咖啡,德国
349,毕齐纳·伊万尼什维利,Bidzina Ivanishvili,48,投资,格鲁吉亚
349,萨维特里·金达尔及家族,Savitri Jindal & family,48,钢铁,印度
349,保利娜·麦克米伦·凯纳斯,Pauline MacMillan Keinath,48,嘉吉,美国
349,安德烈·柯兹特钦,Andrei Kozitsyn,48,金属,俄罗斯
349,弗兰克·洛伊,Frank Lowy,48,百货中心,澳大利亚
349,卡洛斯·阿尔贝托·斯库彼拉及家族,Carlos Alberto Sicupira & family,48,啤酒,巴西
349,汪滔,Frank Wang,48,无人机,中国内地
349,山姆·泽尔,Sam Zell,48,"房地产, 私募股权",美国
361,阿南达·克里斯南,Ananda Krishnan,47,"电信, 媒体",马来西亚
361,雷尼·班科,Rene Benko,47,"房地产, 零售",奥地利
361,劳伦特·达索,Laurent Dassault,47,多元化经营,法国
361,奥利维亚·达索,Olivier Dassault,47,多元化经营,法国
361,特里·达索,Thierry Dassault,47,多元化经营,法国
361,吉姆·戴维斯及家族,Jim Davis & family,47,New Balance,美国
361,斯坦利·德鲁肯米勒,Stanley Druckenmiller,47,对冲基金,美国
361,玛丽-海伦·哈伯特,Marie-Hélène Habert,47,多元化经营,法国
361,黄仁勋,Jensen Huang,47,半导体,美国
361,弗雷德里克·伦德伯格,Fredrik Lundberg,47,"房地产, 投资",瑞典
361,沃尔夫冈·赖曼,Wolfgang Reimann,47,消费品,德国
361,马提亚斯·赖曼·安德森,Matthias Reimann-Andersen,47,消费品,德国
361,斯蒂芬·赖曼·安德森,Stefan Reimann-Andersen,47,消费品,德国
361,雷娜特·赖曼-哈斯,Renate Reimann-Haas,47,消费品,德国
375,彼得·阿文,Pyotr Aven,46,"石油, 银行业",俄罗斯
375,阿瑟·布兰克,Arthur Blank,46,家得宝,美国
375,查尔斯·多兰及家族,Charles Dolan & family,46,有线电视,美国
375,乔·刘易斯,Joe Lewis,46,投资,英国
375,乔治·卢卡斯,George Lucas,46,星球大战,美国
375,伯纳德·马库斯,Bernard Marcus,46,家得宝,美国
375,约翰·鲁伯特及家族,Johann Rupert & family,46,奢侈品,南非
375,杰夫·斯科尔,Jeff Skoll,46,eBay,美国
383,切斯·科尔曼三世,Chase Coleman III,45,对冲基金,美国
383,罗科·科米索,Rocco Commisso,45,电信,美国
383,塔玛拉·古斯塔夫森,Tamara Gustavson,45,自助存储,美国
383,黄世霖,Huang Shilin,45,电池,中国内地
383,詹姆斯·欧文,James Irving,45,多元化经营,加拿大
383,梁绍鸿,Edwin Leong,45,房地产,中国香港
383,三木谷浩史,Hiroshi Mikitani,45,网络零售,日本
383,谢尔盖·波波夫,Sergei Popov,45,银行业,俄罗斯
383,泰迪·萨吉,Teddy Sagi,45,博彩软件,以色列
383,弗里德·斯普林格,Friede Springer,45,出版,德国
383,伦纳德·斯特恩,Leonard Stern,45,房地产,美国
383,蒂姆·斯维尼,Tim Sweeney,45,电子游戏,美国
383,汪立平及家族,Wang Liping & family,45,液压机械,中国内地
383,王振华,Wang Zhenhua,45,房地产,中国内地
383,罗伯特·巴斯,Robert Bass,45,"石油, 投资",美国
383,车建新,Che Jianxing,45,家具零售,中国内地
383,陈向东,Larry Xiangdong Chen,45,教育,中国内地
